,club,league,age,BMI,nationality,potential,pac,sho,pas,dri,def,phy,international_reputation,skill_moves,weak_foot,work_rate_att,work_rate_def,preferred_foot,crossing,finishing,heading_accuracy,short_passing,volleys,dribbling,curve,free_kick_accuracy,long_passing,ball_control,acceleration,sprint_speed,agility,reactions,balance,shot_power,jumping,stamina,strength,long_shots,aggression,interceptions,positioning,vision,penalties,marking,standing_tackle,sliding_tackle,gk_diving,gk_handling,gk_kicking,gk_positioning,gk_reflexes,rw,rb,st,lw,cf,cam,cm,cdm,cb,lb,gk,y
2437,181,24,35.50410958904109,23.24380165289256,51,62,56,27,49,54,62,66,1,2,3,1,1,1,62,22,52,56,24,46,26,21,52,60,58,55,65,62,69,39,69,73,63,17,64,62,48,35,36,63,64,61,12,14,6,5,6,49.0,61.0,45.0,49.0,47.0,48.0,52.0,60.0,61.0,61.0,,20.0
2438,458,12,27.794520547945204,23.355636914530994,101,57,66,53,50,53,44,54,1,3,3,1,1,2,50,56,48,47,49,51,52,39,45,50,70,63,61,50,70,56,58,57,63,43,29,48,49,62,55,40,43,44,13,11,11,9,11,53.0,50.0,53.0,53.0,53.0,53.0,50.0,47.0,47.0,50.0,,9.0
2439,266,24,32.54794520547945,22.545959070412763,51,62,60,50,61,62,51,65,1,3,3,1,1,1,54,44,57,63,41,60,52,49,60,65,63,57,68,63,47,65,67,55,73,47,58,45,66,71,53,42,62,50,12,13,14,9,9,60.0,55.0,59.0,60.0,61.0,62.0,61.0,58.0,56.0,55.0,,30.0
2440,170,6,29.783561643835615,23.510204081632654,164,75,79,41,68,69,70,75,1,3,4,2,2,2,66,24,54,74,53,66,64,59,64,68,82,77,76,70,82,63,78,92,66,50,74,72,54,65,48,70,74,73,13,6,6,14,12,63.0,73.0,57.0,63.0,61.0,64.0,68.0,72.0,70.0,73.0,,410.0
2441,582,35,28.942465753424656,23.547880690737834,155,66,67,63,49,62,22,63,1,2,2,1,1,1,39,64,62,58,45,61,72,43,42,64,72,63,63,57,55,66,63,68,69,62,43,13,53,45,71,16,23,16,10,13,12,16,13,59.0,40.0,62.0,59.0,60.0,58.0,52.0,40.0,37.0,40.0,,47.5
2442,197,34,24.367123287671234,21.499596882558453,30,70,52,30,38,41,62,58,1,2,3,1,1,1,32,25,57,46,31,35,36,31,40,43,53,51,48,51,62,43,69,63,55,27,55,59,25,31,40,61,64,68,12,7,15,15,7,38.0,55.0,40.0,38.0,38.0,38.0,43.0,53.0,59.0,55.0,,29.0
2443,133,22,33.342465753424655,24.25867407194612,33,77,74,58,73,77,76,80,2,2,3,1,2,1,69,45,58,79,60,76,52,52,77,77,76,72,75,76,83,77,91,87,75,70,82,80,66,72,46,74,82,78,12,12,11,8,12,71.0,77.0,67.0,71.0,71.0,73.0,76.0,79.0,77.0,77.0,,850.0
2444,152,32,37.93972602739726,22.992624443847234,132,71,68,33,54,48,69,76,2,2,3,1,1,1,49,22,72,66,38,35,42,18,63,57,67,68,64,69,70,57,82,72,76,32,77,74,31,45,46,63,70,68,7,12,10,9,13,48.0,66.0,49.0,48.0,48.0,50.0,56.0,67.0,70.0,66.0,,72.5
2445,411,7,37.92054794520548,23.503556057507403,102,73,62,74,73,74,49,71,1,2,4,1,1,1,73,68,54,75,74,73,70,61,71,76,54,69,75,75,62,82,52,77,74,80,61,56,72,73,74,46,49,35,15,15,13,8,6,72.0,60.0,71.0,72.0,72.0,73.0,72.0,64.0,56.0,60.0,,190.0
2446,364,7,33.345205479452055,21.70138888888889,75,73,54,48,52,54,71,76,2,2,2,1,1,1,39,38,78,64,38,54,39,22,60,56,47,59,51,65,45,73,71,47,89,49,81,71,43,48,46,67,75,66,10,11,8,8,13,51.0,62.0,57.0,51.0,54.0,53.0,57.0,66.0,72.0,62.0,,310.0
2447,343,25,25.72876712328767,23.054562464499316,1,75,79,69,52,70,22,61,1,3,3,1,1,1,47,74,51,55,62,70,55,70,39,65,78,80,79,64,86,71,75,57,63,60,57,17,62,57,69,19,20,15,15,15,7,10,8,65.0,42.0,66.0,65.0,66.0,63.0,54.0,41.0,38.0,42.0,,110.0
2448,588,23,27.18904109589041,19.350207546580943,119,72,66,65,65,68,56,64,1,3,4,1,1,2,67,63,60,65,62,69,68,67,64,67,68,65,65,68,74,69,61,66,65,66,59,52,67,62,59,56,59,55,13,13,10,9,8,66.0,61.0,66.0,66.0,66.0,66.0,65.0,61.0,59.0,61.0,,100.0
2449,354,4,30.564383561643837,23.589835468362747,138,78,73,32,53,57,74,77,1,2,3,1,2,1,43,26,75,65,42,52,36,36,61,60,74,72,65,72,62,42,86,70,78,31,80,75,24,44,38,72,74,72,13,9,8,14,10,52.0,69.0,50.0,52.0,50.0,52.0,57.0,69.0,74.0,69.0,,700.0
2450,222,5,34.52876712328767,22.20408163265306,163,66,76,48,58,62,64,68,1,2,3,1,1,1,61,46,45,60,44,59,57,49,59,58,77,76,79,63,81,53,80,80,63,49,62,63,47,51,49,67,66,65,7,7,6,11,11,59.0,65.0,55.0,59.0,56.0,58.0,59.0,63.0,63.0,65.0,,47.5
2451,203,36,37.11232876712329,22.408786769347305,131,76,89,59,68,67,72,67,2,3,3,2,1,1,76,60,58,70,58,64,63,41,71,68,92,87,75,72,73,59,70,80,60,55,69,74,59,64,65,74,72,73,12,9,15,12,15,69.0,75.0,65.0,69.0,67.0,67.0,68.0,71.0,70.0,75.0,,300.0
2452,298,14,31.161643835616438,22.642192971863302,23,75,72,73,49,71,32,72,1,3,4,2,1,2,39,78,67,61,67,71,56,52,37,73,74,70,63,71,72,68,70,81,78,69,48,27,79,42,64,30,27,26,14,15,10,11,16,67.0,49.0,73.0,67.0,70.0,65.0,58.0,48.0,46.0,49.0,,650.0
2453,514,35,32.057534246575344,22.256908313099782,96,73,72,51,50,57,71,78,1,2,3,0,2,1,40,47,72,61,40,55,40,42,53,55,69,75,65,73,56,65,73,79,79,47,77,80,43,44,60,68,71,64,15,10,9,14,14,55.0,67.0,59.0,55.0,56.0,55.0,58.0,67.0,71.0,67.0,,280.0
2454,213,35,30.93972602739726,23.334120982986768,43,71,60,48,53,55,69,68,1,2,2,0,1,1,44,41,70,62,45,52,39,42,57,58,62,59,52,66,60,63,57,61,74,52,65,71,40,47,50,67,70,71,11,6,10,16,14,53.0,64.0,55.0,53.0,54.0,54.0,57.0,64.0,68.0,64.0,,100.0
2455,428,34,27.01095890410959,23.573915188728378,90,69,63,59,57,65,43,58,1,1,3,1,1,1,13,9,13,32,8,11,15,7,27,24,48,39,34,67,45,21,54,14,80,13,25,15,7,17,18,12,15,9,63,59,57,58,65,,,,,,,,,,,63.0,37.5
2456,17,24,26.304109589041097,22.53061224489796,51,63,71,36,49,61,51,52,1,2,3,1,1,1,39,33,46,55,29,58,40,40,52,60,72,71,72,52,82,52,61,60,45,27,55,48,29,53,42,46,59,56,12,7,15,13,14,51.0,55.0,47.0,51.0,50.0,52.0,52.0,54.0,52.0,55.0,,9.0
2457,189,41,31.334246575342465,22.6473769605192,146,73,80,73,67,80,39,68,1,4,3,2,1,1,62,73,59,71,67,78,70,63,60,78,83,78,93,72,85,72,84,78,61,74,70,30,69,70,73,36,43,31,6,6,7,12,8,74.0,56.0,72.0,74.0,74.0,74.0,68.0,56.0,51.0,56.0,,430.0
2458,70,41,22.564383561643837,20.90238585804294,111,69,63,27,47,38,58,55,1,2,2,1,1,1,51,21,62,56,26,22,31,29,54,53,64,62,53,53,60,41,65,55,54,23,55,57,28,30,42,59,58,57,9,11,6,6,10,41.0,57.0,41.0,41.0,40.0,41.0,46.0,55.0,57.0,57.0,,18.0
2459,487,39,25.29041095890411,22.14532871972318,49,68,72,58,50,63,22,53,1,3,3,2,0,1,55,60,44,54,52,61,43,34,34,63,75,69,63,51,85,59,67,58,57,56,33,20,63,55,52,18,21,22,14,12,9,14,9,60.0,41.0,59.0,60.0,60.0,58.0,51.0,38.0,34.0,41.0,,30.0
2460,23,18,39.93424657534246,25.746944318696244,65,68,68,65,66,65,45,67,1,1,2,1,1,1,14,15,12,34,15,21,14,12,37,24,46,45,46,73,56,18,68,40,63,15,31,25,15,50,21,17,20,15,68,65,66,67,65,,,,,,,,,,,68.0,12.0
2461,92,21,20.915068493150685,22.790357925493062,23,68,68,37,47,46,39,58,1,2,3,1,1,1,35,31,45,59,32,42,35,37,48,43,68,68,63,49,58,49,66,61,58,36,53,42,50,42,38,37,36,44,8,12,8,11,13,47.0,47.0,46.0,47.0,47.0,48.0,47.0,47.0,46.0,47.0,,6.0
2462,138,9,36.863013698630134,23.37472607742878,155,75,39,42,56,60,74,82,2,2,3,2,1,1,47,37,79,72,55,55,63,45,65,67,41,38,53,72,61,59,66,78,82,34,90,73,46,33,42,74,74,67,9,9,11,14,12,52.0,66.0,56.0,52.0,53.0,54.0,61.0,71.0,74.0,66.0,,380.0
2463,92,21,22.378082191780823,24.28097534284053,163,67,73,36,44,52,23,50,1,2,4,1,1,1,45,37,26,50,40,51,45,35,38,42,74,73,78,39,82,38,71,60,51,29,28,25,47,41,40,19,22,26,7,13,10,14,14,49.0,39.0,43.0,49.0,46.0,47.0,42.0,36.0,32.0,39.0,,6.0
2464,267,8,29.93972602739726,23.450918219051395,147,64,65,49,63,62,59,66,1,2,3,1,1,1,66,47,45,64,47,59,67,69,60,64,68,63,71,55,63,59,59,70,70,46,53,59,49,57,49,57,65,57,14,7,14,9,8,59.0,61.0,55.0,59.0,57.0,58.0,60.0,61.0,59.0,61.0,,30.0
2465,325,20,32.413698630136984,23.875432525951556,78,61,68,57,62,68,48,58,1,3,3,1,1,1,62,58,41,61,56,69,54,55,61,66,68,68,72,51,81,63,36,57,63,52,52,52,50,69,49,46,51,44,7,12,12,9,9,62.0,55.0,58.0,62.0,61.0,62.0,60.0,56.0,51.0,55.0,,25.0
2466,184,4,33.29041095890411,22.34351559258195,102,74,82,60,71,75,69,69,1,3,2,2,1,2,73,48,59,72,49,74,68,69,72,74,86,79,84,73,77,76,75,82,64,73,63,71,67,69,51,67,72,71,15,6,16,13,8,72.0,73.0,67.0,72.0,70.0,71.0,72.0,71.0,69.0,73.0,,430.0
2467,125,21,22.14246575342466,22.751569310051806,163,66,53,40,44,49,49,67,1,2,3,1,1,2,30,33,59,55,33,49,40,42,45,48,52,54,55,55,45,55,68,61,76,45,50,37,38,38,39,52,50,48,8,9,6,6,9,45.0,49.0,48.0,45.0,47.0,47.0,47.0,50.0,53.0,49.0,,7.0
2468,545,36,23.095890410958905,23.765432098765434,131,82,78,66,50,71,31,59,1,3,4,2,1,1,39,68,64,57,56,70,49,38,36,72,82,74,75,71,70,67,62,66,67,65,28,34,69,62,64,23,28,25,7,6,11,6,11,67.0,48.0,68.0,67.0,69.0,66.0,58.0,46.0,43.0,48.0,,200.0
2469,96,27,29.21095890410959,22.53061224489796,54,69,81,44,60,71,62,65,1,3,3,1,1,2,70,35,54,63,38,71,43,57,57,69,79,83,76,65,75,54,70,81,58,48,59,62,56,50,55,60,66,67,9,9,8,10,11,64.0,68.0,57.0,64.0,61.0,61.0,62.0,63.0,63.0,68.0,,90.0
2470,258,24,30.016438356164382,23.450918219051395,51,63,66,46,64,62,48,63,1,3,3,1,2,1,67,43,49,63,41,58,57,50,62,63,68,65,70,58,74,55,71,80,60,43,46,39,55,68,45,45,55,54,13,10,6,6,11,60.0,58.0,55.0,60.0,58.0,60.0,61.0,56.0,52.0,58.0,,40.0
2471,429,36,31.994520547945207,23.629489603024574,131,71,72,72,68,71,33,64,1,3,3,1,1,2,71,68,54,66,71,71,74,70,65,73,73,72,70,71,61,80,58,77,71,76,33,25,66,70,70,29,37,28,7,8,6,9,16,70.0,52.0,69.0,70.0,70.0,70.0,66.0,52.0,44.0,52.0,,240.0
2472,90,27,29.21095890410959,23.24380165289256,54,66,86,64,45,68,28,59,1,3,3,1,1,1,43,66,60,52,68,67,43,46,38,64,85,87,86,61,78,70,75,50,64,58,56,25,57,41,58,21,28,26,13,10,7,12,9,63.0,45.0,65.0,63.0,63.0,59.0,50.0,42.0,42.0,45.0,,72.5
2473,51,25,33.347945205479455,21.91380569758948,1,66,78,67,52,58,33,71,1,3,3,1,1,1,49,67,55,51,55,54,48,55,42,61,75,80,63,59,59,77,84,61,77,62,63,29,70,66,62,23,41,25,10,8,16,11,16,62.0,47.0,65.0,62.0,64.0,61.0,55.0,46.0,46.0,47.0,,65.0
2474,175,14,23.136986301369863,22.87740570219337,146,77,60,29,53,57,63,62,1,2,3,1,1,2,66,27,58,62,26,57,29,22,61,58,55,64,53,54,58,27,68,55,68,31,52,66,41,31,34,64,62,60,15,11,10,12,7,51.0,61.0,46.0,51.0,48.0,49.0,53.0,60.0,62.0,61.0,,72.5
2475,306,10,22.293150684931508,21.62964876033058,111,79,84,60,38,58,22,55,1,2,3,1,1,1,31,59,57,42,43,54,39,28,32,58,87,82,72,55,80,63,63,60,56,65,45,15,55,43,68,20,19,12,11,15,13,7,11,56.0,39.0,59.0,56.0,57.0,54.0,46.0,35.0,34.0,39.0,,42.5
2476,311,7,36.942465753424656,24.3910588392529,78,78,73,62,71,76,76,75,3,2,3,2,1,1,77,57,62,75,57,75,70,50,70,75,72,74,76,75,83,76,75,79,68,60,88,78,70,65,62,75,79,82,16,8,6,10,9,71.0,77.0,69.0,71.0,71.0,71.0,72.0,76.0,76.0,77.0,,400.0
2477,521,27,33.21369863013699,23.719609250647608,54,70,64,68,69,75,63,68,1,1,3,1,1,2,11,7,7,18,6,7,11,10,15,8,57,68,66,71,65,14,74,34,58,6,35,11,11,51,14,8,10,11,64,68,69,68,75,,,,,,,,,,,70.0,120.0
2478,126,14,30.126027397260273,23.875432525951556,146,72,92,64,66,74,16,73,1,3,2,2,1,2,65,61,43,68,64,69,72,72,59,72,91,92,95,68,91,66,80,92,71,70,54,16,66,67,56,11,14,14,8,13,11,5,13,71.0,47.0,67.0,71.0,69.0,70.0,63.0,47.0,37.0,47.0,,280.0
2479,142,10,25.594520547945205,21.604938271604937,120,64,79,43,48,63,52,63,1,3,2,1,1,2,55,42,45,51,39,61,40,40,35,59,81,77,82,53,76,45,55,66,70,43,43,50,52,47,34,47,59,57,12,8,13,14,11,57.0,58.0,53.0,57.0,55.0,54.0,51.0,52.0,54.0,58.0,,18.0
2480,276,22,27.72876712328767,22.20408163265306,78,80,65,54,67,68,75,72,2,2,3,1,1,1,52,40,57,76,36,63,59,35,78,69,70,60,76,72,85,71,72,76,66,68,80,80,60,70,59,70,80,78,9,14,12,14,15,63.0,72.0,61.0,63.0,64.0,67.0,72.0,75.0,73.0,72.0,,850.0
2481,123,41,25.61917808219178,22.790357925493062,111,77,75,64,39,67,25,69,1,3,2,2,1,1,23,66,68,46,49,66,44,23,35,67,74,76,74,67,56,67,75,64,77,63,55,22,64,48,52,16,22,19,14,8,12,8,8,61.0,41.0,66.0,61.0,64.0,60.0,52.0,41.0,41.0,41.0,,130.0
2482,75,30,23.649315068493152,23.547880690737834,163,75,78,38,46,57,65,69,1,2,2,1,1,1,58,30,65,55,41,53,27,32,40,58,76,80,68,59,63,45,74,72,67,43,67,63,55,30,45,64,66,69,9,10,9,11,13,55.0,65.0,53.0,55.0,52.0,51.0,51.0,59.0,65.0,65.0,,82.5
2483,144,21,26.32054794520548,23.9590942293645,163,69,62,60,51,60,42,58,1,1,3,1,1,1,12,13,8,26,9,16,17,20,18,26,41,42,33,52,53,24,67,21,61,11,34,18,6,31,27,12,9,11,62,60,51,58,60,,,,,,,,,,,60.0,24.0
2484,268,14,26.167123287671235,23.24598478444632,146,70,58,23,37,42,64,67,1,2,2,1,2,1,35,11,64,47,31,33,36,24,38,49,63,53,51,56,63,47,74,62,72,23,61,61,24,23,20,63,66,67,11,7,15,10,8,38.0,58.0,40.0,38.0,38.0,38.0,42.0,55.0,63.0,58.0,,52.5
2485,485,9,34.367123287671234,22.053353172494422,101,72,69,68,71,74,50,72,2,1,2,1,1,1,10,14,14,32,13,15,13,12,32,20,51,49,48,74,40,22,65,31,71,14,32,22,13,35,22,14,17,14,69,68,71,72,74,,,,,,,,,,,72.0,200.0
2486,513,16,26.835616438356166,24.332277048438208,100,69,57,51,62,62,48,67,1,3,2,1,1,1,53,46,48,65,39,62,56,48,66,64,60,54,61,58,58,62,45,68,77,53,45,50,54,67,54,43,50,48,13,15,10,10,10,58.0,54.0,56.0,58.0,59.0,61.0,62.0,58.0,53.0,54.0,,50.0
2487,397,21,30.23013698630137,22.955684331345708,163,69,52,27,47,39,66,73,1,2,2,1,1,1,29,22,64,62,18,34,21,22,54,38,46,57,43,63,53,41,65,54,83,18,72,65,49,47,31,63,69,66,8,9,9,15,14,41.0,57.0,45.0,41.0,43.0,45.0,50.0,61.0,66.0,57.0,,77.5
2488,202,5,23.063013698630137,23.14814814814815,163,74,68,51,57,64,22,55,1,3,3,1,1,2,63,52,39,59,48,65,60,37,49,63,69,67,69,49,74,53,58,59,59,46,38,24,54,56,49,18,20,21,11,8,14,12,6,60.0,42.0,55.0,60.0,58.0,58.0,53.0,41.0,35.0,42.0,,47.5
2489,511,39,28.016438356164382,22.87740570219337,49,75,61,29,41,42,68,69,1,2,3,1,2,1,26,33,65,57,23,34,25,22,52,41,65,57,60,63,64,31,63,68,72,20,63,68,31,26,30,68,70,66,10,13,7,7,12,41.0,60.0,44.0,41.0,41.0,42.0,47.0,60.0,66.0,60.0,,97.5
2490,527,23,23.326027397260273,24.151672503320857,6,76,82,32,51,64,59,67,1,2,3,2,1,1,56,24,53,58,29,65,31,27,51,61,80,83,73,51,63,46,73,70,66,33,64,54,48,45,32,60,62,63,14,15,7,12,8,56.0,62.0,50.0,56.0,53.0,54.0,54.0,58.0,60.0,62.0,,60.0
2491,412,34,23.27123287671233,23.124060585038734,90,77,68,66,65,68,38,67,1,1,3,1,1,1,10,8,16,55,8,18,13,11,47,25,32,42,42,52,35,55,62,43,63,6,25,15,6,53,12,8,16,17,68,66,65,67,68,,,,,,,,,,,66.0,82.5
2492,155,31,39.78082191780822,23.413111342351716,111,62,54,55,57,59,58,74,1,2,3,1,2,1,43,56,57,64,44,56,45,53,61,62,66,45,67,64,55,57,73,71,75,55,76,60,54,58,47,52,62,64,1,1,1,1,1,57.0,59.0,58.0,57.0,58.0,59.0,61.0,63.0,63.0,59.0,,13.0
2493,318,14,23.605479452054794,20.061728395061728,146,69,63,39,51,51,42,51,1,3,3,1,1,1,39,32,48,57,34,47,41,34,59,53,61,64,57,48,77,53,57,64,41,40,57,42,55,51,40,34,43,52,12,7,13,11,15,50.0,49.0,48.0,50.0,50.0,51.0,52.0,50.0,46.0,49.0,,13.0
2494,57,16,25.126027397260273,23.66691015339664,100,67,75,35,53,58,53,61,1,2,3,1,1,2,60,28,40,57,23,57,55,34,59,58,72,78,69,47,64,50,57,60,66,33,53,53,44,38,41,54,56,58,8,7,12,14,6,53.0,58.0,48.0,53.0,50.0,51.0,52.0,55.0,55.0,58.0,,20.0
2495,386,5,27.23013698630137,23.355636914530994,138,64,67,48,55,61,46,54,1,3,3,1,1,1,46,45,42,60,39,60,48,49,60,58,66,67,72,52,73,54,59,55,50,52,60,46,50,55,50,42,51,48,9,12,6,7,14,56.0,52.0,52.0,56.0,55.0,57.0,56.0,53.0,50.0,52.0,,14.0
2496,344,15,27.783561643835615,23.9590942293645,3,74,80,64,48,59,24,71,1,3,3,2,0,1,29,65,66,60,59,59,46,30,40,59,77,83,58,62,63,73,75,61,76,55,72,18,69,59,50,17,24,16,11,7,12,16,7,61.0,41.0,66.0,61.0,64.0,61.0,54.0,43.0,42.0,41.0,,110.0
2497,595,41,34.054794520547944,21.461936624163616,111,71,58,75,67,67,68,82,1,3,2,1,1,2,68,70,76,67,68,66,58,67,68,70,55,61,59,68,73,90,81,79,80,77,90,73,71,66,72,61,70,67,11,6,7,15,11,67.0,68.0,72.0,67.0,69.0,67.0,69.0,70.0,72.0,68.0,,180.0
2498,379,40,30.389041095890413,22.694018931589476,136,83,68,75,79,81,65,75,3,3,3,2,2,1,75,72,58,84,79,81,70,70,80,82,67,68,76,81,75,81,67,89,69,74,73,69,82,80,75,60,70,67,6,11,5,10,8,78.0,73.0,75.0,78.0,78.0,79.0,80.0,75.0,69.0,73.0,,2550.0
2499,320,23,29.23835616438356,20.987654320987655,90,71,44,60,71,67,55,59,1,2,3,1,1,2,71,51,56,71,66,65,73,71,73,70,47,42,71,65,70,69,48,67,56,71,58,66,57,67,66,46,56,54,13,9,14,14,12,63.0,60.0,60.0,63.0,62.0,65.0,67.0,63.0,57.0,60.0,,110.0
2500,490,20,23.756164383561643,20.199469763918696,90,69,79,57,50,59,21,52,1,3,3,1,1,2,44,62,51,55,50,58,48,45,39,60,81,78,66,48,63,52,59,55,52,54,44,15,51,55,61,22,17,16,7,10,14,11,13,59.0,39.0,57.0,59.0,58.0,57.0,49.0,38.0,34.0,39.0,,21.0
2501,571,29,25.065753424657533,22.477454017159616,155,68,60,29,34,39,61,62,1,2,2,1,1,1,27,25,58,41,34,37,28,36,33,36,58,62,43,54,47,40,67,56,70,23,50,60,24,30,44,55,65,68,14,9,9,13,15,37.0,54.0,40.0,37.0,37.0,37.0,40.0,51.0,59.0,54.0,,27.0
2502,477,21,28.12054794520548,24.075473810923548,163,68,62,26,42,30,61,64,1,2,4,0,1,1,27,24,64,58,32,21,26,27,39,34,54,68,39,64,51,32,62,33,79,22,65,58,24,39,37,58,66,61,8,11,8,9,16,37.0,54.0,41.0,37.0,38.0,39.0,42.0,54.0,63.0,54.0,,50.0
2503,33,5,34.78082191780822,22.839506172839506,163,67,68,46,58,62,65,70,1,2,3,1,1,1,57,41,63,64,38,58,45,41,59,65,68,68,66,66,66,59,76,80,65,43,70,62,59,57,46,65,67,70,8,14,13,13,11,59.0,66.0,58.0,59.0,59.0,60.0,62.0,65.0,66.0,66.0,,55.0
2504,541,14,29.734246575342464,21.561909262759926,146,73,71,70,59,71,24,63,2,3,3,2,0,1,62,70,68,68,74,69,71,51,25,73,68,73,75,68,65,73,70,68,69,69,41,35,70,63,64,20,11,12,14,12,11,11,7,69.0,46.0,70.0,69.0,70.0,67.0,58.0,44.0,40.0,46.0,,290.0
2505,70,41,26.446575342465753,23.040020199469765,111,76,81,65,64,67,61,68,1,3,3,2,2,1,67,64,51,66,47,65,58,60,63,66,79,82,78,68,78,67,66,85,63,70,62,61,65,63,54,60,64,61,9,9,6,8,12,68.0,67.0,65.0,68.0,67.0,67.0,66.0,65.0,62.0,67.0,,150.0
2506,452,20,32.38630136986301,22.634676324128566,90,68,42,72,63,69,35,64,2,3,3,1,1,1,52,73,72,71,66,68,57,58,53,72,34,49,70,60,61,74,48,60,78,68,39,28,73,71,71,31,39,13,11,13,11,8,16,65.0,44.0,69.0,65.0,67.0,67.0,63.0,50.0,45.0,44.0,,90.0
2507,179,21,21.32054794520548,26.775510204081634,138,70,67,53,40,62,20,57,1,3,3,1,1,1,32,58,42,46,54,61,48,32,34,59,68,66,74,48,80,55,57,59,64,45,35,25,49,40,44,17,13,14,10,7,7,13,11,54.0,36.0,54.0,54.0,54.0,52.0,45.0,36.0,32.0,36.0,,18.0
2508,73,21,27.884931506849316,24.675500270416443,163,71,75,36,57,69,60,56,1,2,3,2,1,1,65,33,39,62,42,69,44,34,51,66,78,72,79,57,82,39,70,74,44,35,58,56,51,52,41,61,64,69,12,14,14,10,14,60.0,64.0,50.0,60.0,56.0,58.0,58.0,60.0,58.0,64.0,,62.5
2509,399,24,30.610958904109587,24.056934745564504,51,73,77,54,66,72,63,61,1,2,3,1,1,1,49,52,52,76,53,70,55,46,73,72,78,76,84,67,81,59,74,77,47,55,72,69,52,69,41,56,67,66,11,15,8,7,9,66.0,67.0,60.0,66.0,65.0,68.0,70.0,69.0,64.0,67.0,,180.0
2510,126,14,25.17808219178082,22.282592106468055,146,75,67,21,27,37,68,65,1,2,5,0,2,1,16,17,58,38,21,21,29,16,30,46,68,67,65,52,64,30,66,70,63,21,64,60,19,19,23,73,72,71,9,6,8,10,15,34.0,58.0,37.0,34.0,34.0,34.0,38.0,54.0,64.0,58.0,,77.5
2511,119,30,26.364383561643837,24.489795918367346,75,83,73,68,76,78,68,80,2,3,4,1,2,2,75,62,60,78,68,77,70,68,76,80,77,69,76,78,85,80,76,85,76,75,84,75,67,75,53,60,75,69,12,8,16,12,12,74.0,74.0,71.0,74.0,74.0,75.0,77.0,76.0,72.0,74.0,,1350.0
2512,374,31,27.057534246575344,20.199469763918696,111,75,73,60,63,67,52,65,1,3,2,2,1,2,52,57,49,66,41,63,69,70,62,68,74,73,76,65,83,64,70,75,65,65,50,58,64,66,68,41,59,51,8,13,15,7,9,65.0,60.0,62.0,65.0,65.0,66.0,65.0,60.0,56.0,60.0,,97.5
2513,453,27,37.21643835616438,23.09540900720951,54,68,62,66,60,68,35,53,1,3,3,2,1,1,55,71,48,53,52,75,59,66,59,65,74,52,40,71,63,61,43,55,59,65,40,33,76,75,51,33,34,35,13,15,19,11,12,66.0,48.0,65.0,66.0,68.0,67.0,62.0,49.0,43.0,48.0,,55.0
2514,307,2,31.232876712328768,22.408178985329645,26,67,75,61,61,70,49,38,1,3,3,1,1,2,69,61,57,65,44,69,35,51,46,67,76,74,80,63,80,63,47,51,34,65,31,39,58,65,49,42,61,44,13,13,12,16,12,67.0,57.0,62.0,67.0,65.0,65.0,60.0,52.0,49.0,57.0,,80.0
2515,384,27,33.21369863013699,23.808797045267237,54,72,75,72,60,67,31,70,1,3,3,1,1,2,50,74,69,66,69,66,60,55,61,69,74,76,69,68,59,72,73,76,75,66,47,30,73,61,75,27,26,24,12,12,12,14,12,68.0,49.0,71.0,68.0,69.0,68.0,63.0,50.0,45.0,49.0,,310.0
2516,125,21,37.48219178082192,25.16514627241271,163,66,40,23,48,49,65,70,1,2,4,1,1,1,33,13,68,58,35,45,32,25,65,50,48,34,58,62,56,45,52,41,86,15,71,61,33,42,31,67,66,62,6,16,9,8,7,41.0,55.0,43.0,41.0,42.0,45.0,51.0,61.0,65.0,55.0,,26.0
2517,144,21,25.85753424657534,23.14266929651545,163,73,64,61,60,64,41,59,1,1,3,1,1,1,13,14,21,23,13,15,16,15,21,23,40,42,26,59,31,27,57,45,65,13,27,13,9,12,26,14,16,13,64,61,60,59,64,,,,,,,,,,,63.0,45.0
2518,628,29,28.13150684931507,23.510204081632654,96,80,68,61,71,74,68,69,1,2,3,1,1,1,59,50,50,78,66,73,62,59,78,77,70,66,69,69,72,72,70,81,67,73,60,70,66,72,52,68,72,69,14,14,7,9,16,69.0,70.0,65.0,69.0,69.0,71.0,74.0,73.0,68.0,70.0,,900.0
2519,404,17,25.19178082191781,23.924858223062383,28,78,69,67,45,66,21,58,1,2,3,2,0,1,39,71,69,43,61,65,52,30,48,69,67,71,61,64,65,66,64,66,64,63,30,14,69,53,54,19,13,18,6,12,11,6,10,62.0,40.0,67.0,62.0,64.0,60.0,53.0,38.0,35.0,40.0,,150.0
2520,496,16,22.043835616438358,22.22222222222222,100,70,87,44,49,60,24,49,1,2,2,1,1,2,51,46,30,53,43,58,46,37,43,58,88,86,69,56,68,47,57,50,54,39,34,24,48,49,40,25,22,22,12,10,7,6,8,57.0,43.0,52.0,57.0,55.0,55.0,48.0,40.0,35.0,43.0,,21.0
2521,217,23,25.424657534246574,22.743383742911153,91,74,75,60,60,70,24,58,1,3,5,1,1,2,64,61,27,61,53,71,56,52,56,66,78,72,76,63,75,61,69,66,57,58,47,32,58,58,59,19,23,22,7,13,10,6,15,65.0,46.0,59.0,65.0,63.0,64.0,58.0,46.0,37.0,46.0,,95.0
